4890	1
4914	10
4915	22
4931	35
4936	22
4959	22
4968	22
4999	22
5004	1
5026	22
5047	22
5067	22
5084	22
5115	22
5121	20
5141	1
5144	14
5148	22
5172	10
5175	22
5192	22
5219	29
5221	22
5236	22
5257	22
5282	1
5286	22
5314	22
5339	22
5350	22
5375	22
5417	1
5419	14
5420	14
5426	22
5466	22
5468	10
5469	10
5486	35
5492	22
5512	22
5526	22
5553	22
5574	1
5582	22
5607	22
5627	22
5629	35
5633	22
5656	22
5667	22
5693	22
5712	1
5715	14
5719	22
5742	22
5767	22
5786	22
5800	22
5824	22
5846	1
5852	22
5874	22
5900	22
5915	20
5918	22
5930	22
5956	22
5974	1
5977	22
6020	22
6041	29
6043	22
6059	22
6060	20
6086	22
6109	1
6113	22
6134	22
6154	22
6155	22
6178	22
6192	22
6214	22
6231	1
6235	22
6260	22
6284	22
6351	1
6355	22
6377	22
6398	22
6419	22
6426	22
6446	10
6447	10
6449	22
6490	22
6503	22
6522	22
6527	11
6528	24
6541	1
6566	22
6578	35
6583	22
6605	22
6621	22
6637	11
6638	11
6642	22
6643	2
6645	24
6664	14
6665	14
6671	22
6703	22
6732	22
6733	29
6748	22
6772	11
6774	22
6778	24
6795	27
6801	22
6839	22
6862	22
6875	22
6898	11
6899	11
6903	22
6904	24
6921	14
6922	14
6926	22
6945	10
6947	22
6969	35
6996	22
7008	22
7030	11
7031	11
7036	22
7038	24
7061	22
7085	22
7107	22
7133	22
7148	22
7164	11
7168	22
7169	24
7191	22
7215	22
7227	1
7231	22
7235	35
7237	35
7274	22
7294	22
7305	22
7343	22
7364	22
7384	22
7446	22
7458	35
7467	22
7489	22
7501	22
7522	22
7535	1
7539	22
7559	22
7584	22
7636	22
7656	1
7659	22
7679	22
7705	22
7722	22
7733	22
7757	22
7761	24
7778	22
7803	22
7826	22
7847	22
7880	24
7897	1
7909	14
7910	14
7914	22
7935	10
7937	22
7951	35
7957	22
7977	22
7995	22
8019	11
8020	24
8023	22
8026	1
8050	22
8066	20
8076	22
8100	29
8102	22
8117	22
8138	24
8141	22
8165	22
8166	14
8185	10
8190	22
8212	22
8237	22
8252	22
8281	22
8282	11
8283	24
8284	24
8307	20
8317	22
8318	1
8324	20
8344	22
8362	20
8367	22
8390	22
8401	22
8418	11
8426	22
8428	24
8429	24
8451	1
8452	14
8456	22
8475	10
8478	22
8501	22
8542	22
8562	11
8563	24
8567	22
8568	20
8585	1
8592	22
8615	22
8632	22
8653	22
8666	22
8671	29
8684	11
8690	24
8694	22
8713	14
8715	22
8716	1
8737	10
8738	22
8761	22
8772	22
8793	11
8794	24
8798	22
8813	1
8817	17
8818	22
8839	22
8860	22
8884	22
8897	22
8917	11
8918	24
8922	22
8941	14
8942	22
8962	22
8963	10
8989	22
9009	22
9025	35
9028	22
9030	11
9051	22
9071	22
9088	22
9106	22
9120	22
9138	11
9139	11
9143	22
9161	22
9162	14
9181	22
9200	22
9215	22
9238	11
9239	24
9243	22
9267	22
9286	10
9291	22
9309	22
9329	22
9347	22
9366	24
9370	22
9372	11
9392	22
9417	22
9438	22
9464	22
9479	22
9502	11
9503	24
9507	22
9525	14
9529	22
9549	10
9553	22
9574	22
9596	29
9597	22
9615	22
9634	11
9635	24
9640	22
9665	22
9685	22
9706	22
9724	22
9738	22
9762	24
9763	11
9767	22
9785	14
9792	22
9814	10
9815	22
9837	22
9856	22
9869	22
9893	24
9897	22
9921	22
9941	22
9965	22
9983	22
10001	22
10029	11
10030	11
10032	22
10033	24
10039	22
10058	14
10059	14
10063	22
10078	22
10079	10
10100	22
10123	22
10164	24
10165	11
10169	22
10194	22
10215	22
10231	22
10253	22
10271	22
10294	24
10295	11
10299	22
10318	14
10321	22
10342	10
10344	22
10362	22
10377	22
10391	22
