55	1
59	1
60	2
66	3
67	1
68	3
71	2
72	0
76	7
80	0
81	1
875	0
876	0
1386	3
2096	3
2097	3
2098	5
2099	1
2100	3
2101	5
2102	5
2103	3
2104	3
2105	3
2106	3
2107	6
2108	3
2109	3
2110	6
2111	3
2112	5
2113	0
2114	1
2115	3
2116	5
2117	3
2118	1
2119	1
2120	3
2121	2
2122	2
2123	3
2124	3
2125	7
2126	3
2127	0
2128	0
2129	7
2130	3
2131	3
2132	3
2133	4
2134	1
2135	5
2136	3
2137	3
2138	1
2139	2
2140	3
2141	3
2142	1
2143	3
2144	3
2145	4
2146	1
2147	3
2148	3
2149	3
2150	1
2151	1
2152	3
2153	3
2154	0
2155	1
2156	3
2157	3
2158	2
2159	7
2160	1
2161	1
2162	3
2163	1
2164	1
2165	1
2166	1
2167	3
2168	3
2169	4
2170	3
2171	1
2172	0
2173	3
2174	1
2175	1
2176	1
2177	0
2178	3
2179	3
2180	1
2181	4
2182	1
2183	0
2184	0
2185	5
2186	5
2187	5
2188	3
2189	1
2190	4
2191	3
2192	3
2193	1
2194	3
2195	3
2196	3
2197	1
2198	3
2199	0
2200	1
2201	3
2202	3
2203	1
2204	2
2205	1
2206	0
2207	1
2208	1
2209	1
2210	1
2211	1
2212	3
2213	3
2214	3
2215	2
2216	2
2217	2
2218	2
2219	1
2220	1
2221	0
2222	1
2223	3
2224	0
2225	3
2226	1
2227	1
2228	6
2229	3
2230	3
2231	7
2232	7
2233	1
2234	5
2235	3
2236	5
2237	3
2238	0
2239	1
2240	4
2241	7
2242	6
2243	1
2244	1
2245	1
2246	2
2247	2
2248	3
2249	3
2250	3
2251	3
2252	3
2253	3
2254	3
2255	1
2256	1
2257	1
2258	1
2259	5
2260	1
2261	3
2262	1
2263	1
2264	2
2265	3
2266	7
2267	5
2268	3
2269	0
2270	0
2271	1
2272	2
2273	1
2274	3
2275	3
2276	0
2277	0
2278	2
2279	5
2280	3
2281	5
2282	3
2283	1
2284	1
2285	7
2286	1
2287	1
2288	1
2289	1
2290	3
2291	5
2292	0
2293	3
2294	3
2295	3
2296	1
2297	2
2298	3
2299	1
2300	1
2301	0
2302	3
2303	1
2304	1
2305	3
2306	3
2307	3
2308	1
2309	1
2310	3
2311	1
2312	1
2313	6
2314	1
2315	0
2316	1
2317	7
2318	1
2319	1
2320	1
2321	1
2322	1
2323	7
2324	3
2325	2
2326	0
2327	1
2328	5
2329	1
2330	1
2331	1
2332	1
2333	1
2334	1
2335	1
2336	1
2337	3
2338	1
2339	3
2340	7
2341	3
2342	0
2343	3
2344	3
2345	3
2346	1
2347	1
2348	1
2349	3
2350	1
2351	1
2352	4
2353	3
2354	3
2355	3
2356	3
2357	5
2358	3
2359	4
2360	5
2361	2
2362	3
2363	5
2364	5
2365	5
2366	1
2367	3
2368	3
2369	1
2370	1
2371	1
2372	0
2373	2
2374	5
2375	2
2376	2
2377	2
2378	1
2379	2
2380	4
2381	3
2382	1
2383	5
2384	3
2385	1
2386	1
2387	1
2388	1
2389	3
2390	1
2391	3
2392	3
2393	3
2394	1
2395	1
2396	0
2397	3
2398	1
2399	1
2400	3
2401	2
2402	1
2403	4
2404	1
2405	1
2406	3
2407	1
2408	1
2409	2
2410	1
2411	5
2412	3
2413	3
2414	3
2415	3
2416	3
2417	1
2418	5
2419	1
2420	1
2421	5
2422	5
2423	5
2424	5
2425	4
2426	4
2427	5
2428	1
2429	6
2430	0
2431	6
2432	3
2433	3
2434	1
2435	3
2436	4
2437	4
2438	1
2439	1
2440	1
2441	1
2442	1
2443	3
2444	3
2445	3
2446	3
2447	1
2448	3
2449	1
2450	3
2451	3
2452	1
2453	1
2454	1
2455	3
2456	3
2457	0
2458	0
2459	0
2460	3
2461	1
2462	3
2463	1
2464	5
2465	0
2466	3
2467	1
2468	2
2469	3
2470	3
2471	1
2472	3
2473	3
2474	2
2475	3
2476	3
2477	1
2478	1
2479	1
2480	1
2481	5
2482	1
2483	0
2484	0
2485	0
2486	3
2487	1
2488	3
2489	1
2490	1
2491	1
2492	1
2493	3
2494	2
2495	3
2496	0
2497	3
2498	1
2499	3
2500	1
2501	1
2502	1
2503	3
2504	1
2505	1
2506	2
2507	2
2508	3
2509	1
2510	1
2511	3
2512	2
2513	4
2514	4
2515	4
2516	3
2517	3
2518	3
2519	3
2520	3
2521	1
2522	1
2523	3
2524	2
2525	1
2526	1
2527	3
2528	2
2529	1
2530	1
2531	0
2532	1
2533	1
2534	2
2535	2
2536	1
2537	1
2538	1
2539	1
2540	1
2541	3
2542	0
2543	1
2544	3
2545	1
2546	0
2547	1
2548	1
2549	3
